run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,answer_match,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,evidence_hit_rate,exact_match,final_state_match,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,mrr,ndcg,prompt_tokens,recall_at_k,recovery_correct,steps_taken,success,token_budget_used,tool_exact
20260409T165750Z_monolith_think_001_math_think_001_math_clean,think_001_math,think_001_math_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,3,0,,1.0,,0.0,,924,0.0,,,156,,,0,1.0,,
20260409T165751Z_monolith_think_002_discount_think_002_discount_clean,think_002_discount,think_002_discount_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,5,0,,1.0,,0.0,,616,0.0,,,167,,,0,1.0,,
20260409T165751Z_monolith_think_003_policy_reasoning_think_003_policy_reasoning_clean,think_003_policy_reasoning,think_003_policy_reasoning_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,4,0,,1.0,,0.0,,402,0.0,,,225,,,0,1.0,,
20260409T165752Z_monolith_think_004_code_fix_think_004_code_fix_clean,think_004_code_fix,think_004_code_fix_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,7,0,,1.0,,0.0,,350,0.0,,,162,,,0,1.0,,
20260409T165752Z_monolith_think_005_release_owner_think_005_release_owner_clean,think_005_release_owner,think_005_release_owner_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,3,0,,1.0,,0.0,,341,0.0,,,200,,,0,1.0,,
20260409T165753Z_monolith_think_006_screenshot_security_think_006_screenshot_security_clean,think_006_screenshot_security,think_006_screenshot_security_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,26,0,,1.0,,0.0,,1251,0.0,,,382,,,0,1.0,,
20260409T165754Z_monolith_think_007_doc_image_summary_think_007_doc_image_summary_clean,think_007_doc_image_summary,think_007_doc_image_summary_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,3,0,,1.0,,0.0,,937,0.0,,,379,,,0,1.0,,
20260409T165755Z_monolith_think_011_incident_screenshot_toggle_think_011_incident_screenshot_toggle_clean,think_011_incident_screenshot_toggle,think_011_incident_screenshot_toggle_clean,thinking,monolith,mlx,False,,,,,"failed, answer_mismatch, image_grounding_miss",0.0,,0,4,0,,0.0,,0.0,,954,0.0,,,382,,,0,0.0,,
20260409T165756Z_monolith_think_012_billing_invoice_lock_think_012_billing_invoice_lock_clean,think_012_billing_invoice_lock,think_012_billing_invoice_lock_clean,thinking,monolith,mlx,False,,,,,"failed, answer_mismatch, image_grounding_miss",0.0,,0,3,0,,0.0,,0.0,,980,0.0,,,385,,,0,0.0,,
20260409T165756Z_monolith_think_008_schedule_choice_think_008_schedule_choice_clean,think_008_schedule_choice,think_008_schedule_choice_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,5,0,,1.0,,0.0,,317,0.0,,,170,,,0,1.0,,
20260409T165757Z_monolith_think_009_budget_summary_think_009_budget_summary_clean,think_009_budget_summary,think_009_budget_summary_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,18,0,,1.0,,0.0,,515,0.0,,,193,,,0,1.0,,
20260409T165757Z_monolith_think_010_repo_reasoning_think_010_repo_reasoning_clean,think_010_repo_reasoning,think_010_repo_reasoning_clean,thinking,monolith,mlx,False,,,,,none,1.0,,0,6,0,,1.0,,0.0,,326,0.0,,,167,,,0,1.0,,
20260409T165810Z_monolith_tool_001_calendar_search_tool_001_calendar_search_clean,tool_001_calendar_search,tool_001_calendar_search_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,83,1,,,,0.0,0.9999999999999999,2466,0.0,,,659,,1.0,1,1.0,,1.0
20260409T165813Z_monolith_tool_002_create_event_tool_002_create_event_clean,tool_002_create_event,tool_002_create_event_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,84,1,,,,0.0,0.9999999999999999,2415,0.0,,,788,,1.0,1,1.0,,1.0
20260409T165814Z_monolith_tool_003_repo_lookup_tool_003_repo_lookup_clean,tool_003_repo_lookup,tool_003_repo_lookup_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,36,1,,,,0.0,0.9999999999999999,1448,0.0,,,604,,1.0,1,1.0,,1.0
20260409T165815Z_monolith_tool_004_repo_read_tool_004_repo_read_clean,tool_004_repo_read,tool_004_repo_read_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,30,0,,,,0.0,0.9999999999999999,1328,0.0,,,630,,1.0,1,1.0,,1.0
20260409T165817Z_monolith_tool_005_image_inspection_tool_005_image_inspection_clean,tool_005_image_inspection,tool_005_image_inspection_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,40,1,,,,0.0,0.9999999999999999,1499,0.0,,,644,,1.0,1,1.0,,1.0
20260409T165819Z_monolith_tool_006_budget_compare_call_tool_006_budget_compare_call_clean,tool_006_budget_compare_call,tool_006_budget_compare_call_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,63,1,,,,0.0,0.9999999999999999,1858,0.0,,,678,,1.0,1,1.0,,1.0
20260409T165821Z_monolith_tool_007_event_update_tool_007_event_update_clean,tool_007_event_update,tool_007_event_update_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,85,1,,,,0.0,0.9999999999999999,2353,0.0,,,790,,1.0,1,1.0,,1.0
20260409T165823Z_monolith_tool_008_patch_record_tool_008_patch_record_clean,tool_008_patch_record,tool_008_patch_record_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,50,0,,,,0.0,0.9999999999999999,1632,0.0,,,652,,1.0,1,1.0,,1.0
20260409T165825Z_monolith_tool_009_parallel_context_check_tool_009_parallel_context_check_clean,tool_009_parallel_context_check,tool_009_parallel_context_check_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,69,1,,,,0.0,0.9999999999999999,2014,0.0,,,779,,1.0,2,1.0,,1.0
20260409T165827Z_monolith_tool_010_validator_ready_tool_010_validator_ready_clean,tool_010_validator_ready,tool_010_validator_ready_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,82,1,,,,0.0,0.9999999999999999,2222,0.0,,,790,,1.0,1,1.0,,1.0
20260409T165829Z_monolith_tool_011_latest_budget_lookup_tool_011_latest_budget_lookup_clean,tool_011_latest_budget_lookup,tool_011_latest_budget_lookup_clean,tool_routing,monolith,mlx,False,,,,,none,,1.0,0,63,0,,,,0.0,0.9999999999999999,1766,0.0,,,669,,1.0,1,1.0,,1.0
20260409T165830Z_monolith_tool_012_billing_patch_record_tool_012_billing_patch_record_clean,tool_012_billing_patch_record,tool_012_billing_patch_record_clean,tool_routing,monolith,mlx,False,,,,,"failed, arg_mismatch",,0.0,0,62,0,,,,0.0,0.625,1691,0.0,,,642,,1.0,1,0.0,,1.0
20260409T165843Z_hybrid_retr_001_budget_delta_retr_001_budget_delta_clean,retr_001_budget_delta,retr_001_budget_delta_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,32,0,1.0,,,0.0,,1200,0.0,1.0,1.0,197,1.0,,0,1.0,2,
20260409T165844Z_hybrid_retr_002_policy_conflict_retr_002_policy_conflict_clean,retr_002_policy_conflict,retr_002_policy_conflict_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,11,0,1.0,,,0.0,,400,0.0,1.0,1.0,175,1.0,,0,1.0,1,
20260409T165845Z_hybrid_retr_003_incident_multimodal_retr_003_incident_multimodal_clean,retr_003_incident_multimodal,retr_003_incident_multimodal_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,6,0,1.0,,,0.0,,1161,0.0,1.0,1.0,474,1.0,,0,1.0,2,
20260409T165845Z_hybrid_retr_004_flag_lookup_retr_004_flag_lookup_clean,retr_004_flag_lookup,retr_004_flag_lookup_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,15,0,1.0,,,0.0,,445,0.0,1.0,1.0,187,1.0,,0,1.0,2,
20260409T165846Z_hybrid_retr_005_revenue_conflict_retr_005_revenue_conflict_clean,retr_005_revenue_conflict,retr_005_revenue_conflict_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,35,0,1.0,,,0.0,,736,0.0,1.0,1.0,210,1.0,,0,1.0,3,
20260409T165847Z_hybrid_retr_006_root_cause_retr_006_root_cause_clean,retr_006_root_cause,retr_006_root_cause_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,16,0,1.0,,,0.0,,493,0.0,1.0,1.0,208,1.0,,0,1.0,3,
20260409T165847Z_hybrid_retr_007_hiring_freeze_retr_007_hiring_freeze_clean,retr_007_hiring_freeze,retr_007_hiring_freeze_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,13,0,1.0,,,0.0,,414,0.0,1.0,1.0,169,1.0,,0,1.0,1,
20260409T165848Z_hybrid_retr_008_billing_lock_retr_008_billing_lock_clean,retr_008_billing_lock,retr_008_billing_lock_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,3,0,1.0,,,0.0,,1174,0.0,1.0,1.0,476,1.0,,0,1.0,2,
20260409T165849Z_hybrid_retr_009_report_synthesis_retr_009_report_synthesis_clean,retr_009_report_synthesis,retr_009_report_synthesis_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,10,0,1.0,,,0.0,,464,0.0,1.0,1.0,201,1.0,,0,1.0,2,
20260409T165849Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_clean,retr_010_rollout_mode,retr_010_rollout_mode_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,14,0,1.0,,,0.0,,507,0.0,1.0,1.0,197,1.0,,0,1.0,2,
20260409T165850Z_hybrid_retr_011_approval_policy_retr_011_approval_policy_clean,retr_011_approval_policy,retr_011_approval_policy_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,10,0,1.0,,,0.0,,454,0.0,1.0,1.0,220,1.0,,0,1.0,3,
20260409T165851Z_hybrid_retr_012_rollout_toggle_multimodal_retr_012_rollout_toggle_multimodal_clean,retr_012_rollout_toggle_multimodal,retr_012_rollout_toggle_multimodal_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,,0,10,0,1.0,,,0.0,,1332,0.0,1.0,1.0,486,1.0,,0,1.0,2,
20260409T165902Z_modular_agent_001_budget_compare_agent_001_budget_compare_clean,agent_001_budget_compare,agent_001_budget_compare_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,15,0,,,1.0,0.0,1.0,944,0.0,,,330,,1.0,2,1.0,,1.0
20260409T165903Z_modular_agent_002_reschedule_sarah_agent_002_reschedule_sarah_clean,agent_002_reschedule_sarah,agent_002_reschedule_sarah_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,64,0,,,1.0,0.0,1.0,1441,0.0,,,479,,1.0,2,1.0,,1.0
20260409T165904Z_modular_agent_003_screenshot_patch_agent_003_screenshot_patch_clean,agent_003_screenshot_patch,agent_003_screenshot_patch_clean,full_stack,modular,mlx,False,,,,,none,1.0,1.0,0,25,0,,,1.0,0.0,1.0,742,0.0,,,302,,1.0,2,1.0,,1.0
